nom,ville,nom_normalise,adresse_numero,adresse_voie,code_postal,latitude,longitude,geo_source,geo_precision,nom_osm,is_generic
Jardin des plantes,Le Mans,jardinplantes,,Rue de l'Éventail,72000,48.0054267,0.2096007,nominatim,exact,Jardin des plantes,
Jardin Potager,Le Mans,jardinpotager,,Impasse Villa de Tessé,72000,48.0102505,0.2043398,nominatim,exact,Potager,
Jardins de la cathédrale,Le Mans,jardinscathedrale,,Avenue de Paderborn,72000,48.0092028,0.1996199,nominatim,exact,Futur jardin de la cathédrale,
Jardins des Plantes,Saumur,jardinsplantes,,,,47.2856311,-0.1297576,nominatim,exact,Voyage des Plantes,
Jim & Jump,Le Mans,jimetjump,3,Rue Louis Harel de la Noë,72000,48.0163852,0.1509024,nominatim,exact,Jim & Jump,
Kiosque du jardin des Plantes,Le Mans,kiosquejardinplantes,,Jardin des Plantes,72000,48.0074415405949,0.209507622489775,manuel,exact,,
Kiosque Mozaïc,Le Mans,kiosquemozaic,,Square des Ursulines,72000,48.005366651575,0.199450099101888,manuel,exact,,
L.n.c,Le Mans,nc,,,,48.0073849,0.1967849,nominatim,city,Le Mans,
L'Alambik MJC Ronceray,Le Mans,alambikmjcronceray,47,Bd de la Fresnellerie,72000,47.9701537555194,0.209919645895686,manuel,exact,,
L'Arena,Coulaines,arena,1,Rue de Champ Fleuri,72190,48.0288016211013,0.200095769050923,manuel,exact,,
L'Austral,Le Mans,austral,4,Place du 117e Régiment d'Infanterie,72000,48.011083,0.1819342,nominatim,exact,L'austral,
L'Ebauche,Jupilles,ebauche,,,,47.7914398,0.4126408,nominatim,exact,L'Ébauche,
L'Echappée,Champagné,echappee,,Rue Célestin Freinet,72470,48.0237557,0.3320482,nominatim,exact,L'Échappée,
L'Elephant Pub,Le Mans,elephantpub,25,Rue d’Alger,72000,48.0021596962741,0.194898589736851,manuel,exact,,
L'Entracte,La Flèche,entracte,40 ter,Rue Carnot,72200,47.6997136572458,-0.0748285143514468,nominatim,exact,L'entracte,
L'Envol,La Bazoge,envol,22,Rue des Hortensias,72650,48.0957568121283,0.147525312985695,manuel,exact,L'Envol,
L'Éolienne,Arnage,eolienne,,Allée du Bord de Sarthe,72230,47.9366712,0.1841403,nominatim,exact,Espace culturel l'Éolienne,
L'Épicerie sur le Zinc,Le Mans,epiceriesurzinc,45,Avenue de la Libération,72000,48.0058613,0.1890035,nominatim,exact,,
L'Escale,Le Mans,escale,,Rue des Fougères,72470,48.0083739,0.3314157,nominatim,exact,L'escale,
L'Espal,Le Mans,espal,,Rue de l'Estérel,72100,47.9952547,0.2330647,nominatim,exact,L'Espal,
L'Étable,Jauzé,etable,,,,48.2099964,0.3906852,nominatim,exact,Clos de L'Etable,
L'Étoile du Nord,Le Mans,etoilenord,10,Rue du Nord,72000,48.005816713509,0.211466275309596,manuel,exact,,
L'Herberie,Coulaines,herberie,,Rue de la Baule,72190,48.0235536,0.2007431,nominatim,exact,L'herberie,
L'île aux Planches,Le Mans,ileplanches,,,,47.9987015,0.1877337,nominatim,approximate,Île aux Planches,
L'Îlot Co,Saint-Georges-du-Bois,ilotco,1030,Rue de Souligné,72700,47.9720997458965,0.0870452647623998,nominatim,approximate,L'îlot de biodiversité de Marigny Le Lozon,
L'Instinct,Le Mans,instinct,,Rue de Beaugé,72000,48.0129506,0.1498796,nominatim,exact,Restaurant À l'instinct,
L'Inventaire,Le Mans,inventaire,97,Grande Rue,72000,48.0071594,0.1957478,manuel,exact,,
L'Oasis,Le Mans,oasis,,Rue Jean Navarre,72100,47.9597745,0.2022957,nominatim,exact,L'Oasis,
L'Olivier,Le Mans,olivier,,Place George Washington,72000,47.9959093,0.2029105,nominatim,exact,L'Olivier,
L'Orée du bois,Le Mans,oreebois,,Chemin de Beauchene,72650,48.039266,0.1519688,nominatim,exact,Centre Saint-Christophe,
L'Union Jack,Le Mans,unionjack,32,Rue du Docteur Leroy,72000,48.0022931266323,0.196217713981494,manuel,exact,,
L'Utopitre,Le Mans,utopitre,6,Bd Paul d'Estournelles de Constant,72000,48.0161888851772,0.163662994171129,manuel,exact,,
La bonne pioche,Marçon,bonnepioche,21,Pl. de l'Église,72340,47.7102818211005,0.510986892304681,manuel,exact,,
La Brass'vie,Le Mans,brassvie,3,Pl. André Ricordeau,72000,47.7905903412156,0.413523640180809,manuel,exact,,
La Bulle,Le Mans,bulle,,Rue de l'Hôtel de Ville,72230,47.9265284,0.189545,nominatim,exact,Salle des fêtes La Bulle,
La Capitainerie,Le Mans,capitainerie,101,Quai Amiral Lalande,72000,48.001718973353,0.189310243282101,nominatim,exact,La Capitainerie,
La Capsule,Le Mans,capsule,137,Av. de la Libération,72000,48.0036287701513,0.186657054251506,manuel,exact,,
La Casa,Le Mans,casa,40 ter,Rue des Maillets,72000,48.0122052256265,0.205743229000637,manuel,exact,,
La Castélorienne,Montval-sur-Loir,castelorienne,,,,47.6882764,0.4148908,nominatim,exact,La Castélorienne,
La Chaperie,Guécélard,chaperie,3,Route aux Lièvres,72230,47.8926560618961,0.147014512696427,manuel,exact,,
La Chicane,Le Mans,chicane,,Bd Robert Schuman,72000,47.9904849573143,0.231289401968919,manuel,exact,,
La Citadelle des Anges,Teloché,citadelleanges,,La Roche,72220,47.8813145319757,0.277542365327285,manuel,exact,,
La Cité du cirque,Le Mans,citecirque,,Boulevard Winston Churchill,72100,47.9860917,0.2120548,nominatim,approximate,Le Plongeoir - Cité du Cirque,
La flambée,Le Mans,flambee,28,Rue des Ponts Neufs,72000,48.0068282,0.1977053,nominatim,exact,La Flambée,
La Fonderie,Le Mans,fonderie,,Rue Saint-Pavin des Champs,72000,48.0069461,0.1886115,nominatim,exact,La Fonderie,
La Fosse jouanette,Saint-Pierre-du-Lorouër,fossejouanette,,,72150,47.8005453920473,0.509158588052552,manuel,exact,,
La grange Dimeresse,Évron,grangedimeresse,,,,48.1579797,-0.4016596,nominatim,exact,Ruelle de la Grange Dîmeresse,
La guinguette des Tanneries,Le Mans,guinguettetanneries,,Quai Louis Blanc,72000,48.0080212,0.1936012,nominatim,approximate,Guinguette des tanneries,
La Halte Mancelle,Le Mans,haltemancelle,6,Rue Jeanne d'Arc,72000,48.0019968,0.2095558,nominatim,exact,La Halte Mancelle,
La Longère,Le Mans,longere,,Chemin de L'Ebrarderie,72380,48.1188496,0.1892209,nominatim,exact,La Longère,
La Maison Café,Le Mans,maisoncafe,5,Rue Victor Bonhommet,72000,48.0049746296569,0.196387527596196,manuel,exact,,
La Passerelle,Connerré,passerelle,40 ter,Av. Carnot,72160,48.0610257172619,0.492237441684012,manuel,exact,,
La Péniche Excelsior,Allonnes,penicheexcelsior,,,72700,47.9754699332366,0.160959827932411,manuel,exact,La Péniche Excelsior,
La pince à vélo,Le Mans,pincevelo,,Rue du 8 Mai,72220,47.8890194,0.268298,nominatim,exact,La Pince à Vélo,
La Piraterie,Le Mans,piraterie,90,Quai Amiral Lalande,72000,48.0030571392161,0.189766662510787,manuel,exact,,
La Pléiade,Bessé-sur-Braye,pleiade,,,72310,47.8328641979251,0.753517362429581,nominatim,exact,La Pléiade,
La Ruche,Le Mans,ruche,,Avenue Rubillard,72000,48.0134129,0.1752376,nominatim,exact,La Ruche (Nouvel internat du CH du Mans),
La Sandwicherie,Le Mans,sandwicherie,17,Rue du Cornet,72000,48.0051724584758,0.195228829810334,manuel,exact,,
La Saynète,Le Mans,saynete,,,,48.0073849,0.1967849,nominatim,city,Le Mans,
La Sirène,Le Mans,sirene,15,Rue Claude Blondeau,72000,48.0064957,0.1987274,nominatim,exact,La Sirène,
La Source,Le Mans,source,7,Rue Pasteur,72000,48.0056332614617,0.192730118785285,manuel,exact,,
La Visitation,Le Mans,visitation,11,Rue Barbier,72000,48.0037179,0.1936164,nominatim,exact,La Visitation,
Lac de la Monnerie,La Flèche,lacmonnerie,,,72200,47.6977483798362,-0.0496326804238963,manuel,exact,,
Le 108,Le Mans,108,,,,48.0073849,0.1967849,nominatim,exact,Le Mans,
Le Bacchus,La Ferté-Bernard,bacchus,3,Rue Robert Garnier,72400,48.1868769834014,0.65486473951596,manuel,exact,,
Le Backstage,Le Mans,backstage,32,Rue du Docteur Leroy,72000,48.0022931266323,0.196217713981494,manuel,exact,,
Le Bakoua,Le Mans,bakoua,,Rue de la Galère,72000,48.0056916292848,0.194710410194579,manuel,exact,,
Le Barouf,Le Mans,barouf,8,Rue Victor Bonhommet,72000,48.0050459,0.1965375,nominatim,exact,Le Barouf,
Le bourg,Le Mans,bourg,,Chemin du Petit Large,72000,47.98301,0.161243,nominatim,exact,Le Bourg,
Le Box Café,Le Mans,boxcafe,13,Pl. de l'Éperon,72000,48.0052277887577,0.194922596017709,manuel,exact,,
Le Café Crème,Le Mans,cafecreme,2,Rue de la Barillerie,72000,48.0064323,0.1983416,nominatim,approximate,Café Crème,
Le Café de la Gare,Le Mans,cafegare,,Rue d'Eichthal,72000,47.9998962,0.1962612,nominatim,exact,Le bistro des copains,
Le Café Noir,Le Mans,cafenoir,22,Rue du Docteur Leroy,72000,48.0028206724181,0.196367151840918,manuel,exact,,
Le Carroi,La Flèche,carroi,27,Rue Grollier,72200,47.6987938667276,-0.0730756697830832,manuel,exact,Le Carroi,
Le Caveau,Le Mans,caveau,32,Rue du Docteur Leroy,72000,48.002410551079,0.1961432266739,nominatim,approximate,Caveau Letenneur,
Le Chapiteau - Cité du cirque,Le Mans,chapiteaucitecirque,6,Boulevad Winston Churchill,72000,47.9867495776273,0.212567761076169,manuel,exact,,
Le chapiteau du Plongeoir,Le Mans,chapiteauplongeoir,6,Boulevad Winston Churchill,72000,47.9867495776273,0.212567761076169,manuel,exact,,
Le Circuit de la Bière,Le Mans,circuitbiere,,Route de Tours,72000,47.9511029705554,0.230411548298211,manuel,exact,,
Le Comptoir,Le Mans,comptoir,10,Rue de la Barillerie,72000,48.0062700810521,0.197978680647803,manuel,exact,,
Le Courmesnil,Loué,courmesnil,,,,47.9945515,-0.1555455,nominatim,exact,Centre culturel le Courmesnil,
Le Guet à Pintes,Le Mans,guetpintes,14,Rue du Cornet,72000,48.0048966,0.1955588,nominatim,exact,Le Guet à Pintes,
Le Happy Days,Le Mans,happydays,4,rue des Maillets,72000,48.0122366172221,0.205975734129413,manuel,exact,Happy Days,
Le jardin du Plongeoir,Le Mans,jardinplongeoir,6,Boulevad Winston Churchill,72000,47.9867495776273,0.212567761076169,manuel,exact,,
Le Kaléidoscope,Le Mans,kaleidoscope,9,Rue du Cantal,72100,47.9915298,0.2215256,nominatim,exact,Centre social Le Kaléidoscope,
Le La Ré Do,Sillé-le-Guillaume,redo,17,Place de la République,72140,48.1828985865467,-0.129013388711254,manuel,exact,La Re Do,
Le Labo Sonore,Chérisay,labosonore,,,72610,48.3496403738005,0.12149540005251,manuel,exact,,
Le Lapin Blanc,Le Mans,lapinblanc,5,Rue Dorée,72000,48.0057584,0.1944124,nominatim,exact,Le Lapin Blanc,
Le Lézard,Le Mans,lezard,8,Rue de la Barillerie,72000,48.0063339,0.1981193,nominatim,exact,Le Lézard,
Le Local à Bières,Le Mans,localbieres,,Rue Ernest Sylvain Bollée,72230,47.9507449,0.1803088,nominatim,exact,Le local à bières,
Le Mac Kinley,Le Mans,mackinley,,Rond-point Université,72000,48.013755512991,0.163914794170971,manuel,exact,,
Le Mackeson,Le Mans,mackeson,42,Rue du Port,72000,48.0031106898569,0.193885520048336,manuel,exact,,
Le Manhattan Café,Le Mans,manhattancafe,21,Rue du Docteur Leroy,72000,48.0026772550906,0.195973377718768,manuel,exact,,
Le Mans Innovation,Le Mans,mansinnovation,57,Bd Demorieux,72000,47.9936693080735,0.186889494890395,manuel,exact,,
Le Mans plage,Le Mans,mansplage,,All. des Prairies de Funay,72000,47.9894172932522,0.22570619802332,nominatim,exact,,
Le Milwaukee,Le Mans,milwaukee,42,Rue des Ponts Neufs,72000,48.0066814584985,0.19807609121453,manuel,exact,,
Le Moloko,Le Mans,moloko,37,Av. Bollée,72000,48.0030397355531,0.205485048146415,manuel,exact,,
Le Mulligan,Le Mans,mulligan,,Rue Greffier,72000,48.0017928,0.1965937,nominatim,exact,Le Mulligan's,
Le New Lord's,Le Mans,newlords,32,Place des Comtes du Maine,72000,48.0046418167254,0.201416403673576,manuel,exact,,
Le New York Coffee,Le Mans,newyorkcoffee,,,72000,48.0146069891178,0.161452377045254,manuel,exact,,
Le Palace,Le Mans,palace,4,Rue Joseph Caillaux,72650,48.0522073,0.1649806,nominatim,approximate,Quick Palace,
Le Palais,Le Mans,palais,2,Rue Gambetta,72000,48.0045362069289,0.195439093641625,nominatim,exact,Le Palais,
Le Passeport,Le Mans,passeport,25,Rue d'Alger,72000,48.00213808601,0.195145334825893,manuel,exact,,
Le Pâtis,Le Mans,patis,,Rue du Colonel Raynal,72000,47.9996924,0.1856836,nominatim,exact,Le Pâtis,
Le Petit Pousset,Chahaignes,petitpousset,,,,47.7416369,0.5149056,nominatim,city,Chahaignes,
Le Pilier Rouge,Le Mans,pilierrouge,,Rue du Pilier Rouge,72000,48.0082773,0.1970308,nominatim,exact,Le Pilier Rouge,
Le Plongeoir,Le Mans,plongeoir,6,Boulevard Winston Churchill,72100,47.9869609,0.2124284,nominatim,exact,Le Plongeoir,
Le Port,Le Mans,port,,Chemin Rural de la Châtaigneraie,72530,48.0186939,0.2777374,nominatim,exact,Le Port,
Le Portland Pub,Le Mans,portlandpub,32,Rue du Port,72000,48.0032353350964,0.1948925978648,manuel,exact,,
Le Quai des Arts,Vibraye,quaiarts,,,,48.064779,0.7273444,nominatim,exact,Le Quai des Arts,
Le Rabelais,Changé,rabelais,1,Pl. Victor Hugo,72560,47.9854376434055,0.283948551270323,nominatim,exact,Le cour de Rouillon,
Le RDV,Le Mans,rdv,,,,48.0073849,0.1967849,nominatim,city,Le Mans,
Le Road House,Le Mans,roadhouse,101,Av. du Général Leclerc,72000,47.9963403362607,0.193874597864362,manuel,exact,,
Le Shaker,Le Mans,shaker,32,Rue du Port,72000,48.0032353350964,0.1948925978648,manuel,exact,Le Shaker & co ,
Le Silo,Le Mans,silo,,Rue François Monier,72100,47.9532972,0.1869399,nominatim,exact,Le Silo,
Le Spot,Le Mans,spot,5,Rue Louis Harel de la Noë,72000,48.0165608,0.1503084,nominatim,exact,Le Spot,
Le St Barth,La Ferté-Bernard,stbarth,18,Rue Thiers,72400,48.1855993402947,0.657350995890908,manuel,exact,,
Le Stan,Le Mans,stan,2,Pl. de l'Éperon,72000,48.0051611763479,0.19605729352017,manuel,exact,,
Le Sun Rock Avenue,Le Mans,sunrockavenue,54,Avenue de la Libération,72000,48.0051473917375,0.187747403038558,manuel,exact,,
Le Terminus,Le Mans,terminus,17,Bd Robert Jarry,72000,47.9963957589338,0.191990979999283,manuel,exact,,
Le Val de Vray,Le Mans,valvray,,Rue de l'Église,72650,48.0613392,0.1546836,nominatim,approximate,Val de Vray,
Le Val'Rhonne,Moncé-en-Belin,valrhonne,,Allée de l'Europe,72650,47.8919630595936,0.202238813097587,manuel,exact,,
Le Vaud',Le Mans,vaud,,Grande Rue,72000,48.008075,0.1964926,nominatim,exact,Le Vaud',
Le Verre Tige,Le Mans,verretige,,Escalier de la Pierre de Tucé,72000,48.0083463,0.1965967,nominatim,exact,Le Verre Tige,
Le Viking's,Le Mans,vikings,25,Rue d'Alger,72000,48.00213808601,0.195145334825893,manuel,exact,,
Le Vintage,Le Mans,vintage,,Allée du Bourg d'Anguy,72000,48.0037339,0.1988477,nominatim,approximate,Vintage Store,
Le Wagon,Le Mans,wagon,8,Rue Victor Bonhommet,72000,48.0050459,0.1965375,manuel,exact,,
Le Zoo,Le Mans,zoo,38,Rue du Port,72000,48.0029954,0.1941222,nominatim,exact,Le Zoo,
Les 3 mousses,Le Mans,3mousses,4,Route de Sillé-le-Guillaume,72650,48.078331,0.1154566,nominatim,exact,Les 3 mousses,
Les Allumés du jazz,Le Mans,allumesjazz,,Rue de la Galère,72000,48.0062096,0.1928736,nominatim,exact,Les Allumés du Jazz,
Les Amazones,Le Mans,amazones,,Boulevard Jean-Jacques Rousseau,72100,47.9760841,0.2021583,nominatim,exact,Les Amazones Club,
Les Atlantides,Le Mans,atlantides,,Avenue de Volos,72100,47.9881846,0.225766,nominatim,exact,Centre Aquatique Les Atlantides,
Les Cinéastes,Le Mans,cineastes,,Place des Comtes du Maine,72000,48.0042916,0.2002933,nominatim,exact,Les Cinéastes / Cinéma d'art & d'essai,
Les Docks,Le Mans,docks,,Quai Amiral Lalande,72000,48.0048253291164,0.189900020683983,manuel,exact,,
Les Fêlés du Bocal,Le Mans,felesbocal,198,Rue nationale,72000,47.9960719439807,0.201078874413394,manuel,exact,,
Les Filo Folie's,Le Mans,filofolies,,,,48.0073849,0.1967849,manuel,exact,,
Les Jardins de Belle Garde,Savigné-l'Évêque,jardinsbellegarde,,Bellegarde,72460,48.0906270583291,0.312386425064106,manuel,exact,,
Les Métairies,Allonnes,metairies,,Voie Verte des Bords de la Sarthe,72700,47.9598958,0.173158,nominatim,exact,Les Métairies,
Les moulins de Paillard,Poncé-sur-le-Loir,moulinspaillard,,Lieu-dit Les Moulins de Paillard,72340,47.7597490567728,0.655264262994951,manuel,exact,,
Les prés Marais,Saint-Mard-de-Réno,presmarais,,,,48.5085826,0.6345833,nominatim,exact,Les Prés Marais,
Les Quinconces,Le Mans,quinconces,,Place des Jacobins,72000,48.0078156,0.2007998,nominatim,exact,Centre culturel « Les Quinconces - L'Espal »,
Les Quinconces - grand théâtre,Le Mans,quinconcesgrandtheatre,4,Place des Jacobins,72000,48.0081834948847,0.200973149994019,manuel,exact,,
Les Quinconces – petit Théâtre,Le Mans,quinconcespetittheatre,4,Place des Jacobins,72000,48.0081834948847,0.200973149994019,manuel,exact,,
Les Saulnières,Le Mans,saulnieres,239,Avenue Rhin et Danube,72000,48.02025,0.1824686,nominatim,exact,Les Saulnières,
Les Subsistances,Le Mans,subsistances,165,Rue de la Foucaudière,72000,47.9777649489371,0.199276424287986,manuel,exact,,
Les Tourettes,Torcé-en-Vallée,tourettes,,,,48.1348728,0.4153642,nominatim,exact,Les Tourettes,
Libertà,Le Mans,liberta,,Rue Gambetta,72000,48.0041716,0.1947012,nominatim,exact,Liberta,
Librairie Thuard,Le Mans,librairiethuard,24,Rue de l'Étoile,72000,48.0055392,0.2007554,nominatim,exact,Librairie Thuard,
Lieu-dit Asnières,Le Mans,lieuditasnieres,,,,47.9442386,0.6390315,nominatim,approximate,Ancienne Route du Mans à Saint-Calais,
Lieu-dit Le Buron,Le Mans,lieuditburon,,,,47.9442386,0.6390315,nominatim,approximate,Ancienne Route du Mans à Saint-Calais,
Local des As,Le Mans,Saint-Jacques,,,,48.0037768,0.1616042,nominatim,approximate,TDF Le Mans sud 2 - local,
Lycée André Malraux,Allonnes,lyceeandremalraux,,Rue des Muloteries,72700,47.9571368,0.1671889,nominatim,exact,Lycée André Malraux,
Maine Saonnois,Le Mans,mainesaonnois,,,,48.0073849,0.1967849,nominatim,city,Le Mans,
mairie,La Fontaine-Saint-Martin,mairie,,,,47.7910412,0.0503336,nominatim,exact,Place de la Mairie,1
mairie,Yvré-l'Évêque,mairie,,,,48.0139586,0.2706215,nominatim,exact,Mairie d'Yvré-l'Évêque,1
Maison Albert,Le Mans,maisonalbert,14,Rue Albert Maignan,72000,48.0055392,0.2028218,nominatim,approximate,Rue Albert Maignan,
Maison de l'Eau,Le Mans,maisoneau,51,Rue de l'Estérel,72100,47.994184,0.2364439,nominatim,exact,Maison de l’Eau (Arche de la Nature),
Maison de quartier Barbara,Le Mans,maisonquartierbarbara,,Allée de l'Aigle Noir,72100,47.9858515,0.2128882,nominatim,exact,Maison de quartier Barbara,
Maison de quartier Charles Trénet,Le Mans,maisonquartiercharlestrenet,,Rue Alfred de Vigny,72000,47.9994099,0.23038,nominatim,exact,Maison de quartier Charles Trenet,
Maison de quartier Georges Moustaki,Le Mans,maisonquartiergeorgesmoustaki,,Rue des Cerisiers,72000,48.0170011,0.215484,nominatim,exact,Maison de quartier Georges Moustaki,
Maison de quartier l'Oiselière,Le Mans,maisonquartieroiseliere,,Rue d'Isaac,72000,48.0148554,0.2257937,nominatim,exact,Maison de quartier l'Oiselière,
Maison de quartier Les Aloès,Le Mans,maisonquartieraloes,,,,47.9969912,0.2002327,nominatim,approximate,Maison de quartier René Clair,
Maison de quartier Les Ardriers,Le Mans,maisonquartierardriers,,,,47.9969912,0.2002327,nominatim,approximate,Maison de quartier René Clair,
Maison de quartier Les Bruyères,Le Mans,maisonquartierbruyeres,,Cour des Érables,72100,47.978831,0.2315293,nominatim,exact,Maison de quartier des Bruyères,
Maison de quartier Pierre Guédou,Le Mans,maisonquartierpierreguedou,,Rue du Pont,72100,47.9886932,0.195881,nominatim,exact,Maison de quartier Pierre Guédou,
Maison des arts,Allonnes,maisonarts,,Rue Georges Bizet,72700,47.9699093,0.1640865,nominatim,exact,Maison des arts Mélinée et Missak Manouchian,
Maison des chemins creux,Coulaines,maisoncheminscreux,,Rue des Vignes,72190,48.0288184,0.2102631,nominatim,exact,Maison des Chemins Creux,
Maison des habitants,Le Mans,maisonhabitants,,Hameau du Poitou,72700,47.9526169,0.1663573,nominatim,exact,Salle Barbara,
Maison du Temps Libre,Fercé-sur-Sarthe,maisontempslibre,,Rue des Avelines,72430,47.9000145338689,-0.0324246451020068,manuel,exact,,
Marché de la cité des Pins,Le Mans,marchecitepins,,Place Raymond Adelet,72100,47.9683929,0.2048038,nominatim,exact,Marché de la Cité des Pins,
Marché des jacobins,Le Mans,marchejacobins,,Avenue de Paderborn,72000,48.008396,0.1989013,nominatim,exact,Marché des Jacobins,
Médiathèque,Allonnes,mediatheque,,,,47.9678072,0.1604197,nominatim,exact,Médiathèque Louise Michel,1
Médiathèque,Arnage,mediatheque,,,,47.936736,0.184418,nominatim,exact,Médiathèque municipale Simone de Beauvoir,1
Médiathèque,Bouloire,mediatheque,,,,47.9739105,0.5536616,nominatim,exact,Médiathèque,1
Médiathèque,Champagné,mediatheque,,Rue Célestin Freinet,72470,48.0237557,0.3320482,manuel,exact,Médiathèque,1
Médiathèque,Cérans-Foulletourte,mediatheque,,,,47.8281355,0.0785903,nominatim,exact,Médiathèque,1
Médiathèque,Le Mans,mediatheque,,,,48.002921,0.1919093,nominatim,exact,Médiathèque,1
Médiathèque,Loué,mediatheque,,,,47.9965376,-0.1511977,nominatim,city,Loué,1
Médiathèque,Noyen-sur-Sarthe,mediatheque,,,,47.8727385,-0.0997184,nominatim,exact,Médiathèque,1
Médiathèque,Sablé-sur-Sarthe,mediatheque,,,,47.8444116,-0.3302413,nominatim,exact,Médiathèque Intercommunale - Espace Reverdy,1
Médiathèque,Saint-Calais,mediatheque,,Pl. de L Hôtel de ville,72120,47.9206148313611,0.743099955665289,manuel,exact,,
Médiathèque,Sillé-le-Guillaume,mediatheque,,,,48.1835166,-0.125854,nominatim,exact,Médiathèque la Tannerie,1
Médiathèque George Sand,Le Mans,mediathequegeorgesand,1,Place George Sand,72530,48.0142124,0.2713988,nominatim,exact,Médiathèque George Sand,
Médiathèque Louis Aragon,Le Mans,mediathequelouisaragon,,Rue du Port,72000,48.002887,0.1926403,nominatim,exact,Médiathèque Louis Aragon,
Médiathèque modularium,Le Mans,mediathequemodularium,,,,48.0073849,0.1967849,nominatim,city,Le Mans,
MJC Jacques Brel,Arnage,mjcjacquesbrel,67,Rue des Collèges,72230,47.9369120511961,0.184480584391633,manuel,exact,,
MJC Prévert,Le Mans,mjcprevert,,,72000,48.0071594,0.1957478,nominatim,approximate,M.J.C. Prévert,
Moulin du Blaireau,Piacé,moulinblaireau,7 bis,Rue de l'Église,72170,48.2590365720805,0.115187292339169,manuel,exact,,
MPT Jean Moulin,Le Mans,mptjeanmoulin,,,,47.9749063,0.2201096,nominatim,approximate,Maison pour tous Jean Moulin,
Mur plein champ Tessé,Le Mans,murpleinchamptesse,2,Avenue de Paderborn,72000,48.0103836672441,0.20408379786526,manuel,exact,,
Musée de la musique mécanique,Dollon,museemusiquemecanique,12,Grande Rue,72390,48.0386912070186,0.588092583016257,manuel,exact,,
Musée de Tessé,Le Mans,museetesse,2,Avenue de Paderborn,72000,48.0102902,0.203547,nominatim,exact,Musée de Tessé,
Musée Jean-Claude Boulard,Le Mans,museejeanclaudeboulard,2,Rue Claude Blondeau,72000,48.0071116,0.1981579,nominatim,exact,Musée Jean-Claude-Boulard / Carré Plantagenêt,
Notre-Dame de la Couture,Le Mans,notredamecouture,22,Rue Berthelot,72000,48.0023280638939,0.200564680258251,manuel,exact,,
Ô Bord du Loir,Thorée les Pins,obordloir,1,Lieu dit Camping,72800,47.6966519619695,0.0577643436486052,manuel,exact,La Bamboche du Loir,
Palais des Congrès,Le Mans,palaiscongres,,Rue Paul Ligneul,72000,47.9997257,0.1922223,nominatim,exact,Palais des Congrès,
Parc de l'Épine,Le Mans,parcepine,,Rue de Chinon,72000,48.0202902,0.1773929,nominatim,exact,Parc Roland et Annette Becdelièvre,
Parc de l'Huisne,Le Mans,parchuisne,,Route de Paris,72530,48.0034171,0.2592087,nominatim,exact,Papéa Parc,
Parc de la Gironde,Coulaines,parcgironde,,Rue Jean-Claude Boulard,72190,48.025249,0.2073304,nominatim,exact,Parc de la Gironde,
Parc de la mairie,Cures,parcmairie,,,72240,48.100620381119,-0.00430936216400422,manuel,exact,,
Parc de la résidence autonomie,Le Mans,parcresidenceautonomie,183,Quai Ledru-Rollin,72000,48.0133872202536,0.197752524154689,manuel,exact,,
Parc de Tessé,Le Mans,parctesse,,Avenue de Paderborn,72000,48.0098732,0.2037429,nominatim,exact,Jardin du musée de Tessé,
Parc de Vaurouzé,Le Mans,parcvaurouze,,,72000,48.0164943013963,0.169773138543051,manuel,exact,,
Parc des 3 vallées,Le Mans,parc3vallees,,,,48.0265446,0.2171749,nominatim,approximate,Parc des Trois Vallées,
Parc des Carmes,La Flèche,parccarmes,,,,47.6963479,-0.0729279,nominatim,exact,Parc des Carmes,
Parc des Touches,Brains-sur-Gée,parctouches,,,72550,48.0128036759634,-0.0188555025508275,manuel,exact,,
Parc du château,Le Mans,parcchateau,,Rue Robert Triger,72000,48.0100439,0.1993346,nominatim,exact,Square du Château,
Parc du Gué de Maulny,Le Mans,parcguemaulny,,Chemin de la Prairie,72100,47.9901934,0.1856633,nominatim,exact,Parc du Gué-de-Maulny,
"Parc du Petit Train, rue Pierre Levegh",Le Mans,parcpetittrainruepierrelevegh,,,,47.9634803,0.1047268,nominatim,approximate,Le Petit Parc,
Parc face au chateau,Le Mans,parcfacechateau,,,,48.0073849,0.1967849,nominatim,city,Le Mans,
Parc Gabriel Paillereau,Allonnes,parcgabrielpaillereau,12,Rue Charles Darwin,72700,47.9743142311417,0.147575689916804,manuel,exact,,
Parc Jean du Bellay,Yvré-l'Évêque,parcjeanbellay,,Rue de Parence,72530,48.0175782,0.2750064,nominatim,exact,Parc Jean du Bellay,
Parc Théodore Monod,Le Mans,parctheodoremonod,,Rue Théodore Monod,72000,48.0113046,0.1807363,nominatim,exact,Parc Théodore Monod,
Parking des Quinconces,Le Mans,parkingaerienquinconces,,,,48.0084498,0.2021442,nominatim,approximate,Parking aérien P1,
Parking Quinconces,Le Mans,parkingquinconces,,Place des Jacobins,72000,48.0077348795686,0.19963677772103,manuel,exact,,
Parking rotonde du CROUS,Le Mans,parkingrotondecrous,,,72000,48.0161999798413,0.165789034875396,manuel,exact,,
Partout en ville,Le Mans,partoutenville,,,,48.0073849,0.1967849,nominatim,city,Le Mans,
Parvis de l'espace du Narais,Saint-Mars-la-Brière,parvisespacenarais,,Allée des Châtaigniers,72470,48.0288238210427,0.382718967183835,manuel,exact,,
Parvis de l'Espal,Le Mans,parvisespal,,Rue de l'Estérel,72000,47.9950704681343,0.23216925594334,manuel,exact,,
