nom,ville,nom_normalise,adresse_numero,adresse_voie,code_postal,latitude,longitude,geo_source,geo_precision,nom_osm,is_generic
Parvis de la maison des Arts,Le Mans,parvismaisonarts,,,,48.0073849,0.1967849,nominatim,city,Le Mans,
Parvis des Quinconces,Le Mans,parvisquinconces,,Place des Jacobins,72000,48.0077348795686,0.19963677772103,manuel,exact,,
Passerelle des Atlantides,Le Mans,passerelleatlantides,,,72000,47.9894214072152,0.225140535090694,manuel,exact,,
Pirate Café,Le Mans,piratecafe,46,Rue du Port,72000,48.0030439686215,0.193655220048324,manuel,exact,,
Place d'Alger,Le Mans,placealger,,Place d'Alger,72000,48.0020997,0.1939267,nominatim,exact,Place d'Alger,
Place de l'Eglise,Montfort-le-Gesnois,placeeglise,,,,48.049078,0.403157,nominatim,city,Montfort-le-Gesnois,
Place de l'église,Allonnes,placeeglise,,,,47.9685779,0.1546606,nominatim,exact,Place de l'Église,
Place de l'église,Champagné,placeeglise,,,,48.0262995,0.3324422,nominatim,exact,Place de l'Église,
Place de l'église,Connerré,placeeglise,,,,48.0604578,0.4933923,nominatim,city,Connerré,
Place de l'église,Fercé-sur-Sarthe,placeeglise,,,,47.90155,-0.0308953,nominatim,exact,Place de l'Église,
Place de l'église,Fillé,placeeglise,,,,44.7676836,-1.1393485,nominatim,approximate,La fille du barbu,
Place de l'église,La Bazoge,placeeglise,,,,48.0989559,0.1544523,nominatim,city,La Bazoge,
Place de l'église,Le Mans,placeeglise,,Rue des Ponts,72380,48.1186574,0.1827067,nominatim,exact,Place de l'Église,
Place de l'église,Marolles-les-Braults,placeeglise,,,,48.252152,0.3133522,nominatim,exact,Place de l'Église,
Place de l'église,Saint-Jean-du-Bois,placeeglise,,,,47.8705619,-0.0390691,nominatim,exact,Place de l'Église,
Place de l'église,Sillé-le-Philippe,placeeglise,,,,48.1069075,0.3520896,nominatim,city,Sillé-le-Philippe,
Place de l'église,Tresson,placeeglise,,,,47.9037815,0.5731669,nominatim,city,Tresson,
Place de l'église,Volnay,placeeglise,,,72370,47.9750725747287,0.461413495948073,nominatim,exact,Place de l'Église,
Place de l'Europe,Coulaines,placeeurope,,Place de l'Europe,72190,48.0227483,0.2079682,nominatim,exact,Place de l'Europe,
Place de la Boussinière,Le Mans,placeboussiniere,,Rue Philippe,72000,48.0135857,0.1898843,nominatim,exact,Place Édouard de la Boussinière,
Place de la gare,Le Mans,placegare,,,,47.9287945,0.1894404,nominatim,exact,Place de la Gare,
Place de la liberté,Lavernat,placeliberte,,,72500,47.7181770900507,0.3334796305678,manuel,exact,,
Place de la mairie,Allonnes,placemairie,,,72700,47.9686963923128,0.16114016862314,manuel,exact,,
Place de la mairie,Champagné,placemairie,,,,48.0211884081562,0.330528068890077,nominatim,exact,Place de la Mairie,1
Place de la mairie,Le Mans,placemairie,,,,47.9723521,0.0999677,nominatim,exact,Place de la Mairie,1
Place de la Mairie,Loué,placemairie,,,,47.9965376,-0.1511977,nominatim,city,Loué,1
Place de la mairie,Yvré-l'Évêque,placemairie,,,,48.0137909,0.270926,nominatim,city,Yvré-l'Évêque,1
Place de la paix,Le Mans,placepaix,,Place de la Paix,72700,47.9685071,0.1553824,nominatim,exact,Place de la Paix,
Place de la république,Le Mans,placerepublique,,Place de la République,72000,48.0041261,0.1964694,nominatim,exact,Place de la République,
Place de la Sirène,Le Mans,placesirene,,Place de la Sirène,72000,48.0063251,0.1985369,nominatim,exact,Place de la Sirène,
Place des jacobins,Le Mans,placejacobins,,Place des Jacobins,72000,48.0078156,0.2007998,nominatim,exact,Centre culturel « Les Quinconces - L'Espal »,
Place des Quinconces,Le Mans,placequinconces,,Place des Jacobins,72000,48.0078156,0.2007998,nominatim,exact,Centre culturel « Les Quinconces - L'Espal »,
Place des Sablons,Le Mans,placesablons,41,Place des Sablons,72100,47.9911977,0.2228603,nominatim,exact,Place des Sablons,
Place du Cardinal Grente,Le Mans,placecardinalgrente,4,Place du Cardinal Grente,72000,48.0098766,0.1983016,nominatim,exact,Place du Cardinal Grente,
Place du Jet d'eau,Le Mans,placejeteau,,Avenue de Paderborn,72000,48.0083364,0.1987985,nominatim,exact,Place du Jet d'Eau,
Place du Kiosque,Le Lude,placekiosque,,,72800,47.6572143,0.1551409,nominatim,city,Le Lude,
Place du Mail,Allonnes,placemail,,Place du Mail,72700,47.9694701,0.160113,nominatim,exact,Place du Mail,
Place du marché,Le Mans,placemarche,,Place du Marché,72220,47.8783115,0.2272179,nominatim,exact,Place du Marché,
Place du marché des Sablons,Le Mans,placemarchesablons,,,,47.8783115,0.2272179,nominatim,approximate,Place du Marché,
Place Henri IV,La Flèche,placehenriiv,,Place Henri IV,72220,47.6992910699391,-0.0752667874278986,nominatim,exact,Place Henri IV,
Place Saint Nicolas,Le Mans,placesaintnicolas,13,Place Saint-Nicolas,72000,48.0053534,0.1984797,nominatim,exact,Place Saint-Nicolas,
Place St Michel,Le Mans,placestmichel,2,Place Saint-Michel,72000,48.0092268,0.1982686,nominatim,exact,Place Saint-Michel,
Place St Pierre,Le Mans,placestpierre,,,,48.0073431,0.1966481,nominatim,exact,Place Saint-Pierre,
Plaine de Chaoué,Allonnes,plainechaoue,,Rue du Moulin de Chaoué,72700,47.9724614733402,0.16634531002806,manuel,exact,,
Plaine de jeux,Le Mans,plainejeux,,Avenue Jean Jaurès,72560,47.9836843,0.2830817,nominatim,exact,Plaine de jeux François Mitterrand,
Plaine du Ronceray,Le Mans,plaineronceray,,Allée Beethoven,72100,47.9710963,0.2078324,nominatim,exact,Plaine du Ronceray,
Plaine du Val’Rhonne,Moncé-en-Belin,plaineval’rhonne,,Allée de l'Europe,72230,47.8919343577341,0.202324653925616,manuel,exact,,
Plaine du verger,Changé,plaineverger,,,72560,47.9891967032938,0.249406489360025,nominatim,exact,Plaine du Verger,
Plan d'eau,Le Mans,planeau,,Rue Auguste de Clinchamp,72560,47.9913672,0.2901824,nominatim,exact,Plan d'eau communal,
Pôle culturel,Le Mans,poleculturel,,,,48.0073849,0.1967849,nominatim,city,Le Mans,
Pont romain,Le Mans,pontromain,1,Chemin de Réveillon,72530,48.0192451,0.2794095,nominatim,exact,Le Pont Romain,
Port du Mans,Le Mans,portmans,101,Quai Amiral Lalande,72230,48.0018223798991,0.189138197231187,manuel,exact,,
Prairie du chateau,Sablé-sur-Sarthe,prairiechateau,,,,47.8329912,-0.329063,nominatim,exact,Hippodrome de la Prairie du Château,
Prieuré de Mayenne,Dangeul,prieuremayenne,,,72260,48.240685871721,0.269330681833806,nominatim,exact,Prieuré des Bonshommes de Ballots,
Prieuré de Vivoin,Vivoin,prieurevivoin,,,,48.2342845,0.1560111,nominatim,exact,Prieuré de Vivoin,
Promenade Newton,Le Mans,promenadenewton,,Promenade Newton,72100,47.9864305,0.2133704,nominatim,exact,Promenade Newton,
Quai Louis Blanc,Le Mans,quailouisblanc,,Quai Louis Blanc,72000,48.0138266,0.1997808,nominatim,exact,Quai Louis Blanc,
R-Volt,Le Mans,rvolt,7,Rue du Port,72000,48.0029922,0.1946912,nominatim,exact,R-Volt club,
Restaurant l'Éternel,La Fontaine-Saint-Martin,restauranteternel,,,,47.7926288,0.0431436,nominatim,exact,L'Éternel,
Rue Claude Blondeau,Le Mans,rueclaudeblondeau,13,Rue Claude Blondeau,72000,48.006675,0.1987696,nominatim,exact,Rue Claude Blondeau,
Rue de Belgique Sablons,Le Mans,ruebelgiquesablons,10,Rue de Belgique,72100,47.992511,0.2311962,nominatim,exact,Rue de Belgique,
Rue de la Piscine,Le Mans,ruepiscine,17,Rue de la Piscine,72220,47.8229095,0.2779246,nominatim,exact,Rue de la Piscine,
Rue du Gué,Le Mans,ruegue,,Rue du Gué,72220,47.8923238,0.2621007,nominatim,exact,Rue du Gué,
Salle Aimée le Prilleux,Le Mans,salleaimeeprilleux,,,,48.0210715,0.3305492,nominatim,approximate,Salle polyvalente Aimée Prilleux,
Salle André Voisin,Fresnay-sur-Sarthe,salleandrevoisin,3,Place Thiers,72130,48.2815739249037,0.0201407317572735,manuel,exact,Halles André Voisin / Cinema,
Salle associative,Le Mans,salleassociative,,Rue de Sablé,72700,47.9719667,0.097513,nominatim,exact,Salle Associative,
Salle Cattois Roncin,Meurcé,sallecattoisroncin,,Place Cattois Roncin,72170,48.2346912976559,0.202970089915867,manuel,exact,Place Cattois Roncin,
Salle Claircigny,Le Mans,salleclaircigny,,Rue de Claircigny,72000,48.01361,0.19331,nominatim,exact,Salle municipale Claircigny,
Salle Communale,Fillé,sallecommunale,,,72210,47.89434937497,0.125254568737704,nominatim,exact,Salle Communale,1
Salle Communale,Rouessé-Vassé,sallecommunale,20,20 Rue Saint-Mathurin,72140,48.1554200182121,-0.19877585815283,nominatim,exact,Salle Communale,1
Salle Communale,Marçon,sallecommunale,,,72340,47.7126238249011,0.495110792101675,nominatim,exact,Salle Communale,1
Salle Coppélia,La Flèche,sallecoppelia,,Allée de la Girouette,72200,47.6969012241096,-0.0745775841893583,manuel,exact,,
Salle de Tresson,Tresson,salletresson,,,72440,47.8946363727919,0.582382160462207,manuel,exact,,
Salle des concerts,Le Mans,salleconcerts,,Rue du Port,72000,48.0026277,0.1922505,nominatim,exact,Salle des concerts,
Salle des fêtes,Arnage,sallefetes,,,,47.9265284,0.189545,nominatim,exact,Salle des fêtes La Bulle,1
Salle des fêtes,Arthezé,sallefetes,,,,47.7880819,-0.1194115,nominatim,city,Arthezé,1
Salle des fêtes,Auvers le Hamon,sallefetes,,,,47.901369,-0.3512822,nominatim,exact,Salle des fêtes,1
Salle des fêtes,Auvers-le-Hamon,sallefetes,,,,47.901369,-0.3512822,nominatim,exact,Salle des fêtes,1
Salle des fêtes,Beaumont-sur-Sarthe,sallefetes,,,,48.2264796,0.132823,nominatim,city,Beaumont-sur-Sarthe,1
Salle des fêtes,Brûlon,sallefetes,,,,47.9675049,-0.2355172,nominatim,city,Brûlon,1
Salle des fêtes,Champagné,sallefetes,,Rue Léopold Gouloumès,72470,48.0211724431011,0.330542726832686,nominatim,exact,Salle des fêtes,1
Salle des Fêtes,Congé-sur-Orne,sallefetes,,,,48.1987995,0.2516631,nominatim,exact,Salle des Fêtes,1
Salle des fêtes,Cures,sallefetes,,,72240,48.1001565019638,-0.00357670248208484,nominatim,exact,Salle des Fêtes,1
Salle des fêtes,Dollon,sallefetes,,,,48.0387722,0.5915528,nominatim,exact,Complexe Roland Pitard,1
Salle des fêtes,Fillé,sallefetes,,,,47.8981489,0.1267769,nominatim,city,Fillé,1
Salle des fêtes,Jupilles,sallefetes,,,,47.7923438,0.4114714,nominatim,exact,Salle des Fêtes,1
Salle des fêtes,La Chapelle-Saint-Aubin,sallefetes,,,,48.0341335,0.1600629,nominatim,city,La Chapelle-Saint-Aubin,1
Salle des fêtes,La Ferté-Bernard,sallefetes,,,,48.1860576,0.6554511,nominatim,city,La Ferté-Bernard,1
Salle des fêtes,La Guierche,sallefetes,,,,48.1132085,0.1943092,nominatim,city,La Guierche,1
Salle des fêtes,Le Mans,sallefetes,,Rue Robert Desnos,72000,48.0140675,0.1797018,nominatim,exact,Salle des fêtes,1
Salle des fêtes,Louplande,sallefetes,,,,47.943814,0.0409759,nominatim,city,Louplande,1
Salle des fêtes,Malicorne-sur-Sarthe,sallefetes,,,,47.810599,-0.083941,nominatim,exact,Salle des Fêtes,1
Salle des fêtes,Mamers,sallefetes,,,,47.9210246,0.7432032,nominatim,exact,Salle des Fêtes,1
Salle des fêtes,Moncé en Belin,sallefetes,,,,47.8941045,0.2038619,nominatim,city,Moncé-en-Belin,1
Salle des fêtes,Mulsanne,sallefetes,,,,47.9069356,0.2460607,nominatim,city,Mulsanne,1
Salle des fêtes,Mézières-sur-Ponthouin,sallefetes,,,,48.193291,0.2992324,nominatim,exact,Salle des fêtes,1
Salle des fêtes,Neufchâtel-en-Saosnois,sallefetes,,,,48.3768182,0.2464049,nominatim,city,Neufchâtel-en-Saosnois,1
Salle des fêtes,Neuvillalais,sallefetes,,,,48.1567492,0.0018977,nominatim,city,Neuvillalais,1
Salle des fêtes,Neuville-sur-Sarthe,sallefetes,,,,48.0753824,0.1897267,nominatim,city,Neuville-sur-Sarthe,1
Salle des fêtes,Parcé-sur-Sarthe,sallefetes,,,,47.8434492,-0.1986762,nominatim,city,Parcé-sur-Sarthe,1
Salle des fêtes,Piacé,sallefetes,,,,48.2574025,0.1118168,nominatim,exact,Salle des fêtes,1
Salle des fêtes,Poillé-sur-Vègre,sallefetes,,,,47.9198934,-0.2660579,nominatim,exact,Salle des Fêtes,1
Salle des fêtes,Précigné,sallefetes,,,,47.765652,-0.3255834,nominatim,exact,Salle des Fêtes,1
Salle des fêtes,Rouillon,sallefetes,,,,48.0073958,0.1364063,nominatim,city,Rouillon,1
Salle des fêtes,Saint-Calais,sallefetes,,,,47.9210246,0.7432032,nominatim,exact,Salle des Fêtes,1
Salle des fêtes,Saint-Denis-d'Orques,sallefetes,,,,48.0274356,-0.2730156,nominatim,city,Saint-Denis-d'Orques,1
Salle des fêtes,Saint-Georges-du-Bois,sallefetes,,,,47.9726629,0.1010947,nominatim,city,Saint-Georges-du-Bois,1
Salle des fêtes,Saint-Pavace,sallefetes,,,,48.0386173,0.1875497,nominatim,city,Saint-Pavace,1
Salle des fêtes,Savigné-l'Évêque,sallefetes,,,,48.0773296,0.2962126,nominatim,city,Savigné-l'Évêque,1
Salle des fêtes,Solesmes,sallefetes,,,,47.8514506,-0.3020139,nominatim,city,Solesmes,1
Salle des fêtes,Souligné-sous-Ballon,sallefetes,,,,48.139041,0.2329009,nominatim,exact,Salle des fêtes,1
Salle des fêtes,Soulitré,sallefetes,,,,48.011687,0.4558297,nominatim,exact,Salle des fêtes,1
Salle des fêtes,Teloché,sallefetes,,,,47.888782,0.2677971,nominatim,exact,Salle des fêtes,1
Salle des fêtes,Vancé,sallefetes,,,,47.8317838,0.6469322,nominatim,city,Vancé,1
Salle des planches,Le Mans,salleplanches,,Chemin des Planches,72380,48.1620529,0.1594225,nominatim,approximate,L'Ouche des Planches,
Salle du Cloître,Mamers,sallecloitre,,Place de la République,72600,48.3495568362618,0.36878772575451,manuel,exact,,
Salle du Foyer Loisirs de Parigné-L'Évêque,Parigné-L'Évêque,sallefoyerloisirsparigneeveque,9,Rue des Écoles,72250,47.9324,0.376251,manuel,exact,Foyer Loisirs,
Salle Edith Piaf,Le Mans,salleedithpiaf,6171,Rue Émile Zola,72230,47.910435,0.2526646,nominatim,exact,Salle Edith Piaf,
Salle G. Moquet,Allonnes,sallegmoquet,,Boulevard Pasteur,72700,47.9721306,0.1603755,nominatim,approximate,Salle Guy Môquet,
Salle Georges Brassens,Le Mans,sallegeorgesbrassens,,Sentier de la Souche,72530,48.0164706,0.2712781,nominatim,exact,Salle Georges Brassens,
Salle Jean Carmet,Allonnes,sallejeancarmet,5,Boulevard d'Anjou,72700,47.9670232,0.1608339,nominatim,exact,Salle Jean Carmet,
Salle Jean de la Fontaine,Marolles-les-Braults,sallejeanfontaine,38,Rue Henri et Charles Chardon,72260,48.2474449207215,0.313004890535262,manuel,exact,,
Salle l'Eden,Le Mans,salleeden,21,Rue Beauverger,72000,47.9994173741935,0.201222762376086,manuel,exact,,
Salle Les Sources,Coulaines,sallesources,,Place Jean-Claude Boulard,72190,48.0250573427247,0.205660282542915,manuel,exact,,
Salle Madeleine Marie,Sablé-sur-Sarthe,sallemadeleinemarie,25,Rue Saint-Denis,72300,47.8390969257332,-0.339530089617064,manuel,exact,,
Salle Mélusine,Bonnétable,sallemelusine,,Rue de Mélusine,72530,48.1854367544777,0.427261687281889,nominatim,approximate,Mélusine,
Salle Michel Berger,Savigné-l'Évêque,sallemichelberger,,All. Louis Guy,,48.0743217011682,0.302792464337299,manuel,exact,,
Salle municipale,Arnage,sallemunicipale,,,,47.936736,0.184418,nominatim,approximate,Médiathèque municipale Simone de Beauvoir,1
Salle municipale,Fay,sallemunicipale,,,,48.0083019514103,0.0716817307276621,nominatim,approximate,Police Municipale,1
Salle municipale,Le Mans,sallemunicipale,,,,47.9817765,0.2090159,nominatim,exact,Salle municipale Henri Barbin,1
Salle Paul Richard,Montfort-le-Gesnois,sallepaulrichard,,Rue des Violettes,72450,48.0530394318605,0.419494314496554,nominatim,approximate,Salle Paul Nicolle,
Salle Polyvalente,Allonnes,sallepolyvalente,,,,47.969283,0.1578819,nominatim,city,Allonnes,1
Salle Polyvalente,Arnage,sallepolyvalente,,,,47.9269544,0.1889245,nominatim,city,Arnage,1
Salle Polyvalente,Bouloire,sallepolyvalente,,,,47.9696548,0.5493923,nominatim,exact,Salle polyvalente,1
Salle Polyvalente,Brette-les-Pins,sallepolyvalente,,,,47.9152978,0.3296973,nominatim,exact,Salle polyvalente,1
Salle Polyvalente,Champagné,sallepolyvalente,,,,48.0211883159842,0.330534085742134,nominatim,exact,Salle polyvalente,1
Salle Polyvalente,Courcemont,sallepolyvalente,,,,48.1735375,0.3499978,nominatim,exact,Salle Polyvalente,1
Salle Polyvalente,Cérans-Foulletourte,sallepolyvalente,,,,47.8267795,0.0827761,nominatim,exact,Salle Polyvalente,1
Salle Polyvalente,Fay,sallepolyvalente,,,,48.0085199999815,0.0701763814345328,nominatim,exact,Salle Polyvalente,1
Salle Polyvalente,La Ferté-Bernard,sallepolyvalente,,,,48.1873298,0.6485452,nominatim,approximate,La laverie - Centre culturel,1
Salle Polyvalente,La Flèche,sallepolyvalente,,,,47.8669517,0.4607935,nominatim,exact,Salle polyvalente,1
Salle Polyvalente,Le Breil-sur-Mérize,sallepolyvalente,,,,48.0014302,0.4775274,nominatim,exact,Salle Polyvalente,1
Salle Polyvalente,Le Mans,sallepolyvalente,,,,47.825177,0.280682,nominatim,exact,Salle Polyvalente,1
Salle Polyvalente,Mamers,sallepolyvalente,,,,48.4141665,0.1063225,nominatim,exact,Salle Polyvalente,1
Salle Polyvalente,Marolles-les-Braults,sallepolyvalente,,,,48.2522145,0.3135215,nominatim,city,Marolles-les-Braults,1
Salle Polyvalente,Montfort-le-Gesnois,sallepolyvalente,,,,48.0529091,0.4192159,nominatim,exact,Salle Polyvalente,1
Salle Polyvalente,Neufchâtel-en-Saosnois,sallepolyvalente,,,,48.3740259,0.2467552,nominatim,exact,Salle polyvalente,1
Salle Polyvalente,Noyen-sur-Sarthe,sallepolyvalente,,,,47.8609642,-0.1034251,nominatim,exact,Salle polyvalente,1
Salle Polyvalente,Parcé-sur-Sarthe,sallepolyvalente,,,,47.8476673,-0.2059478,nominatim,exact,salle polyvalente Jean Drouet,1
Salle Polyvalente,Roézé-sur-Sarthe,sallepolyvalente,,,,47.8942967,0.0656575,nominatim,exact,Salle Polyvalente de Roëzé sur Sarthe,1
Salle Polyvalente,Saint Saturnin,sallepolyvalente,,,,48.0641536,0.1594091,nominatim,city,Saint-Saturnin,1
Salle Polyvalente,Saint-Mars-la-Brière,sallepolyvalente,,,,48.0301287,0.3718076,nominatim,city,Saint-Mars-la-Brière,1
Salle Polyvalente,Sillé le Guillaume,sallepolyvalente,,,,48.1841304,-0.1275755,nominatim,city,Sillé-le-Guillaume,1
Salle Polyvalente,Sillé-le-Philippe,sallepolyvalente,,,,48.1069075,0.3520896,nominatim,city,Sillé-le-Philippe,1
Salle Polyvalente,Soulitré,sallepolyvalente,,,,48.0112992,0.4566434,nominatim,city,Soulitré,1
Salle Polyvalente,Teillé,sallepolyvalente,,,,48.1807455,0.1870607,nominatim,exact,Salle Polyvalente,1
Salle Polyvalente,Volnay,sallepolyvalente,,,,47.9456503,0.4746217,nominatim,city,Volnay,1
Salle Polyvalente,Étival-lès-le-Mans,sallepolyvalente,,,,47.960109,0.0803536,nominatim,exact,Salle Polyvalente,1
Salle Théophile Plé,Sablé-sur-Sarthe,salletheophileple,,,,47.8375265,-0.3303097,nominatim,exact,Salle Théophile Plé,
Salle Vauguélande,Tresson,sallevauguelande,,,,47.8938402,0.5794579,nominatim,exact,Salle Vauguélande,
Salon Arthé,Malicorne-sur-Sarthe,salonarthe,,,,47.8140326,-0.0852406,nominatim,exact,Salon ArThé,
Salon de la rue des 3 Sonnettes,Le Mans,salonrue3sonnettes,,Rue des 3 Sonnettes,72000,48.0062921774934,0.195818585528213,manuel,exact,,
Scène Joël Le Theule,Sablé-sur-Sarthe,scenejoeltheule,16,Rue Saint-Denis,72300,47.8390305355791,-0.337960932947041,manuel,exact,,
Secours catholique,Le Mans,secourscatholique,,Rue de la Mission,72000,47.993763,0.2020307,nominatim,exact,Secours Catholique,
Site de la Salle des Fêtes,Le Mans,sitesallefetes,,Rue Saint-Martin,72290,48.1390913218789,0.232879785549835,manuel,exact,,
Square Dubois,Le Mans,squaredubois,,Rue du Square Jacques Dubois,72000,48.00869784219,0.197013711720644,nominatim,exact,Rue du Square Jacques Dubois,
Square Montreuil,Bouloire,squaremontreuil,,Square Montreuil,72440,47.9721857,0.5520972,nominatim,exact,Square Montreuil,
Square rue Galilée,Le Mans,squareruegalilee,,,72000,47.9888587579404,0.217123151640304,manuel,exact,,
Stade,Louplande,stade,,,,47.945295,0.042006,nominatim,exact,Stade,1
Stade,Sillé-le-Philippe,stade,,,,48.1057637,0.3520143,nominatim,exact,Rue du Stade,1
Stade,Courgains,,,,72260,48.2867741152859,0.276512367611568,manuel,exact,,
Stade du collège,Le Mans,stadecollege,,,,48.0073849,0.1967849,nominatim,city,Le Mans,
Stade Léon Bollée,Le Mans,stadeleonbollee,2,All. Jeanne Deroin,72000,48.0152366244213,0.193774641069806,manuel,exact,,
Studio 101,Coulaines,studio101,,Rue de Belle-Île,72190,48.0275835,0.1998299,nominatim,exact,Studio 101,
Studio de la Cie Marie Lenfant,Le Mans,studiociemarielenfant,35 bis,Rue des Fontenelles,72000,48.0177524080398,0.215626309752606,manuel,exact,,
Sun 7 Bar,Le Mans,sun7bar,,Place des Comtes du Maine,72000,48.0043152116038,0.200469534250929,manuel,exact,,
Terrain de jeu,Le Mans,terrainjeu,,,,48.0073849,0.1967849,nominatim,city,Le Mans,
Tertre Rouge,Le Mans,tertrerouge,,Voie de la Liberté,72100,47.9604068,0.2148934,nominatim,exact,Tertre Rouge,
The Lodge,Le Mans,lodge,,Rue des Ponts Neufs,72000,48.0066308,0.1981096,nominatim,exact,The Lodge Irish Pub,
Théâtre de Chaoué,Le Mans,theatrechaoue,,Allée des Frères Rocher,72700,47.9714288,0.1657499,nominatim,exact,Théâtre de Chaoué,
Théâtre de l'Acthalia,Le Mans,theatreacthalia,105,Grande Rue,72000,48.0068179926199,0.195070203819247,nominatim,exact,,
Théâtre de l'Écluse,Le Mans,theatreecluse,,Rue des Acacias,72000,47.9971141,0.1835127,nominatim,exact,Théâtre de l'écluse,
Théâtre de l'Éphémère,Le Mans,theatreephemere,,Place des Jacobins,72000,48.0073783,0.1989582,nominatim,approximate,Théâtre Paul Scaron / Théâtre de l'Éphémère,
Théâtre de la Bertoche,Le Mans,theatrebertoche,217,Rue de la Bertinière,72000,47.9923015347829,0.217198647949137,manuel,exact,La Bertoche,
Théâtre de la Halle-au-Blé,La Flèche,theatrehalleble,,Rue du Mouton,72200,47.7002066,-0.0727053,nominatim,exact,Théâtre de la Halle au Blé,
Théâtre de Mamers,Le Mans,theatremamers,,,72600,48.3507380111748,0.369784466250052,manuel,exact,,
Théâtre des Quinconces,Le Mans,theatrequinconces,,Place des Jacobins,72000,48.0078156,0.2007998,nominatim,exact,Centre culturel « Les Quinconces - L'Espal »,
Théâtre des Récollets,Montval sur Loir,theatrerecollets,,Chemin des Récollets,72500,47.6969942,0.4125246,nominatim,approximate,Chemin des Récollets,
Théâtre du Passeur,Le Mans,theatrepasseur,,Rue de la Rivière,72000,48.0099636,0.2118261,nominatim,exact,Théâtre du Passeur,
L'Epidaure,Bouloire,theatreepidaure,1,Rue de la Grosse Pierre,72440,47.9737047289703,0.554539367623309,manuel,exact,,
Théâtre Municipal,Le Mans,theatremunicipal,,,,47.9670232,0.1608339,nominatim,exact,Salle Jean Carmet,
Théâtre Paul Scarron,Le Mans,theatrepaulscarron,,Place des Jacobins,72000,48.007353606303,0.198935077290558,manuel,exact,,
Twin's Beer,La Chapelle-Saint-Aubin,twinsbeer,6,Rue Jean Perrin,72650,48.0266929769744,0.172905384105315,manuel,exact,,
Un Singe en Hiver,Le Mans,unsingeenhiver,45,Avenue de la Libération,72000,48.0058613,0.1890035,manuel,exact,,
Unik Music,Le Mans,unikmusic,,Rue Nationale,72000,47.9979702,0.2005569,nominatim,exact,Unik Music,
Université,Le Mans,universite,,Rue Louis Harel de la Noë,72000,48.0170675,0.1507932,nominatim,exact,Université,
Université Amphi Extérieur Bât. Lettres,Le Mans,universiteamphiexterieurbatlettres,,Avenue Olivier Messiaen,72000,48.0173394253953,0.15736128234002,manuel,exact,,
V&B,Allonnes,vetb,1,Rue de la Bérardière,72700,47.9753232,0.1515879,nominatim,exact,V and B,
V&B Antarès,Le Mans,vetbantares,,Chemin de l'hippodrome,72100,47.9531611,0.226762,nominatim,exact,V and B,
Vaurouzé - Université,Le Mans,vaurouzeuniversite,,Boulevard Charles Nicolle,72000,48.0147356,0.1652025,nominatim,exact,Court de tennis Vaurouzé,
Véron fleurs,Le Mans,veronfleurs,27,Rue des Mûriers,72000,48.0085118987777,0.187395853734176,manuel,exact,,
Verre I Table,Le Mans,verreitable,,Rue Nationale,72000,47.9978989,0.2005843,nominatim,exact,Verre I Table,
Vieux Mans,Le Mans,vieuxmans,20,Rue des Chanoines,72000,48.008836,0.1971929,nominatim,exact,Cité Plantagenêt,
Washington DC,Le Mans,washingtondc,,,,47.994128,0.203715,nominatim,approximate,Washington,
White-UNDR Club,Le Mans,whiteundrclub,44,Rue des Ponts Neufs,72000,48.0065143251696,0.19825972584656,manuel,exact,,
CHS Etoc Demazy,Le Mans,chsetocdemazy,10,Rue Etoc Demazy,72000,47.9937527719202,0.190975007642793,manuel,exact,,
Le Comptoir Des Papilles,Le Mans,comptoirpapilles,76,Bd Marie et Alexandre Oyon,72000,47.9936506315053,0.194633960763594,manuel,exact,,
L'Étoile des Saveurs,Le Mans,,,Quai Amiral Lalande,72000,48.0018468201041,0.188832217407273,manuel,exact,,
Parking rue de la mission,Le Mans,,,,72000,47.9936516881379,0.202466520581573,manuel,exact,,
Allée des Prairies de Funay,Le Mans,,,,72000,47.9882244098503,0.22418229782783,manuel,exact,,
Grand Atelier,Le Mans,,,Avenue René Laennec,72000,48.0177064,0.1610047,manuel,exact,,
La Tente,Le Mans,,,,72000,48.0208797089944,0.145496103037164,manuel,exact,,
Café Berlin,Le Mans,,10,Pl. de l'Éperon,72000,48.0052362695794,0.194941957245254,manuel,exact,,
Chez Rouillon,Le Mans,,41,Av. Gl Leclerc,72000,47.9987234546006,0.195523716637859,manuel,exact,,
Collège Notre Dame,La Flèche,,46,Rue de la Magdeleine,72200,47.7006404299793,-0.0802703598536355,manuel,exact,,
Cour Ecole Descartes,La Flèche,,12,Rue Pape-Carpantier,72200,47.6983233912669,-0.0741770021821445,manuel,exact,,
Espace Ephémère Centre Jacobins,Le Mans,,13,Rue Claude Blondeau,72000,48.0069312661394,0.199314678456944,manuel,exact,,
L'Orange Bleue,Fillé,,,Rue du Canal,72210,47.8958010345319,0.127146778286207,manuel,exact,,
La Cave à Bières,Saint-Léonard-des-Bois,,35,Rue des Alpes Mancelles,72130,48.3509969984495,-0.0780229145388218,manuel,exact,,
Le Loft,Le Mans,,23,Rue d'Alger,72000,48.0020425402002,0.194617780033459,manuel,exact,,
Place du marché au blé,La Flèche,,,,72200,47.7000864759597,-0.0729831288109646,manuel,exact,,
Place Marie Pape Carpentier,La Flèche,,,,72200,47.6986720312382,-0.0755880203628761,manuel,exact,,
Quartier St Exupéry,Sablé-sur-Sarthe,,,,72300,47.8374273761634,-0.31603815082003,manuel,exact,,
