initiales,festival,style_festival,date,horaire,lieu,ville,prix,genre,spectacle1,artiste1,style1,spectacle2,artiste2,style2,spectacle3,artiste3,style3,spectacle4,artiste4,style4,lien1,lien2,lien3,lien4
tu,,,Vendredi 10,21h,Le Zoo,,au chapeau,c,,Open the doors,cover the doors,,,,,,,,,,,,,
zz,,,Jeudi 30,20h30,Studio de la Cie Marie Lenfant,,prix libre,sv,,Groupe de recherche et de création Marie Lenfant,danse,,,,,,,,,,,,,
zz,,,Mercredi 29,20h30,Studio de la Cie Marie Lenfant,,prix libre,sv,,Groupe de recherche et de création Marie Lenfant,danse,,,,,,,,,,,,,
zz,,,Vendredi 31,20h30,Studio de la Cie Marie Lenfant,,prix libre,sv,,Groupe de recherche et de création Marie Lenfant,danse,,,,,,,,,,,,,
zz,LES SOIREES A SUIVRE... session 61,,Jeudi 16,20h30,Studio de la Cie Marie Lenfant,,prix libre,sv,Tempo Rubato,Tipperary dance & Alexandre Iseli,danse,,,,,,,,,,,,,
zz,LES SOIREES A SUIVRE... session 61,,Mercredi 15,20h30,Studio de la Cie Marie Lenfant,,prix libre,sv,Tempo Rubato,Tipperary dance & Alexandre Iseli,danse,,,,,,,,,,,,,
zz,LES SOIREES A SUIVRE... session 61,,Vendredi 17,20h30,Studio de la Cie Marie Lenfant,,prix libre,sv,Tempo Rubato,Tipperary dance & Alexandre Iseli,danse,,,,,,,,,,,,,
zz,,,Samedi 25,16h & 20h30,L’Éolienne,Arnage,0 à 5€,sv,Minuit,,danse modern'jazz,,,,,,,,,,,,,
tu,,,Vendredi 24,21h,Chez Marcelle,,0 €,c,,Maitre Loyd (collectif rev'on),deep house / house / tech house,,,,,,,,,,,,,
zz,,,Samedi 4,20h,La citadelle des Anges,Teloché,50 €,sv,Brasil show ,,diner spectacle,,,,,,,,,,,,,
zz,,,Vendredi 3,20h,La citadelle des Anges,Teloché,50 €,sv,Brasil show ,,diner spectacle,,,,,,,,,,,,,
tu,Blue Dog Festival,,Vendredi 17,18h,Parc de Tessé,,prix libre,c,,BELARIA + BUNZEN + TONIOWOK,dj sets,,,,,,,,,,,,,
tu,Blue Dog Festival,,Dimanche 19,16h,Parc de Tessé,,prix libre,c,,BLUE DOG CREW + DJ SMIC + HIDDENTITIE,dj sets,,,,,,,,,,,,,
tu,Blue Dog Festival,,Samedi 18,16h,Parc de Tessé,,prix libre,c,,FRAMBOISIER + KENT + REITER + KREYMEISTER,dj sets,,,,,,,,,,,,,
jlb/ce,,,Vendredi 31,21h30,Blue Zinc,,au chapeau ,c,,blue 3310,Dj sets 90's 2000,,,,,,,,,,,,,
tu,,,Dimanche 5,18h30,Le Pilier Rouge,,prix libre,c,,Straight horns,duo clarinette sax/tours,,,,,,,,,,,,,
pl,Superforma & Festival de l'Épau,,Mercredi 22,20h30,Les Saulnières ,Le Mans,16 à 23 €,c,,Laake,Electro,,Penelope Antena,pop,,,,,,,,,,
jlb,,,Vendredi 17,20h,La Piraterie,,0 €,c,,Ramdâmes ,electro acoustique ,,,,,,,,,,,,,
tu,,,Vendredi 17,20h,Le Lapin Blanc,,0 €,c,,Azuryte,electro folk,,,,,,,,,,,,,
tu,,,Vendredi 3,21h,Le Zoo,,au chapeau,c,,Azuryte,electro folk,,,,,,,,,,,,,
zz,,,Vendredi 3,20h30,Le Pâtis,,15 €,sv,Cluedo,,expérience immersive,,,,,,,,,,,,,
tu,,,Mardi 7,12h12,Stade Léon Bolet,,69 €,c,,Alain Souchampe,Folk & psylo,,,,,,,,,,,,,
tu,,,Vendredi 10,21h,Brasserie Septante Deux,,prx libre,c,,My Name is Nobody,Folk Americana / Nantes,,,,,,,,,,,,,
bl,,,Samedi 18,20h30,Cri-Cri Plage,Solesmes,8 à 13€,c,,Ommm,groupe vocal,,,,,,,,,,,,,
tu,,,Vendredi 24,21h,Brasserie Septante Deux,,0 €,c,,Trainfantome ,grunge / shoegaze - Lorient / Nantes,,,,,,,,,,,,,
tu,Dimanches au Kiosque,,Dimanche 5,16h,Jardin des Plantes,,0 €,sv,,Union Musicale de Pontlieue,Harmonie musicale,,,,,,,,,,,,,
jlb,,,Dimanche 26,15h,Espace Ronsard,Le Lude,"7,50 à 11€",c,Sous le poids des plumes,,Hip Hop,,,,,,,,,,,,,
pl,Kestu’Bouine,,Samedi 4,18h,Gite d'Asnières,Chahaignes,10 €,c,,Sidi Wacho,Hip/Hop Cumbia,,Cigany Mohawk,Gypsy punk,,Double vitrage,Tecno live,,Minimum fanfare,World festif,,,,
tu,Orga Cortex,,Mercredi 22,21h,Le Lézard,,free price,c,,Daffodils,hooligans punx / east end london,,,,,,,,,,,,,
tu,,,Vendredi 10,21h,Chez Marcelle,,0 €,c,,Madd music,house tech house,,,,,,,,,,,,,
pl,,,Vendredi 24,20h30,Salle Jean Carmet,Allonnes,16 à 22 €,sv,Vieux con,Christophe Alévêque,Humour,,,,,,,,,,,,,
jlb/ce,,,Mardi 14,20h,Blue Zinc,,au chapeau,sv,,le labo de l'humour,humour,,,,,,,,,,,,,
ce,,,Mardi 21,20h,Blue Zinc,,au chapeau,sv,,le labo de l'humour,humour,,,,,,,,,,,,,
ce,,,Mardi 28,20h,Blue Zinc,,au chapeau,sv,,le labo de l'humour,humour,,,,,,,,,,,,,
ce,,,Mardi 7,20h ,Blue Zinc,,au chapeau,sv,,le labo de l'humour,humour,,,,,,,,,,,,,
ce,,,Jeudi 9,20h30,Blue Zinc,,au chapeau,sv,,Le set comedy,humour,,,,,,,,,,,,,
jlb,,,Jeudi 16,19h,Comédie Le Mans,,35 €,sv,,Vincent Moscato,Humour,,,,,,,,,,,,,
jlb,,,Samedi 18,15h,Comédie Le Mans,,30 €,sv,,Vincent Moscato,Humour,,,,,,,,,,,,,
jlb,,,Vendredi 17,19h,Comédie Le Mans,,30 €,sv,,Vincent Moscato,Humour,,,,,,,,,,,,,
tu,,,Vendredi 17,21h,Chez Marcelle,,0 €,c,,Kevber,indie dance,,,,,,,,,,,,,
jlb/ce,,,Vendredi 10,20h30,Blue Zinc,,au chapeau,c,,Karaba fc + Lorne Malvo,indie post hardcore,,,,,,,,,,,,,
tu,,,Mercredi 15,21h,Brasserie Septante Deux,,prx libre,c,,The Da Freak Solo,Indie rock solo / Bordeaux,,,,,,,,,,,,,
tu,,,Mardi 14,21h,Le Zoo,,au chapeau,c,,Jam St Co Musicos,jam session,,,,,,,,,,,,,
