initiales,festival,style_festival,date,horaire,lieu,ville,prix,genre,spectacle1,artiste1,style1,spectacle2,artiste2,style2,spectacle3,artiste3,style3,spectacle4,artiste4,style4,lien1,lien2,lien3,lien4
zz,,,Dimanche 18,16h30,Cité du cirque,,5 à 12€,sv,Fort,Cie La Meute,"cirque, à partir de 10 ans",,,,,,,,,,,,,
zz,,,Dimanche 18,12h,Le Pâtis,,à partir de 84€,sv,Bang bang,,repas spectacle,,,,,,,,,,,,,
jlb,,,Dimanche 18,15h00,Le Rabelais,Changé,8 à 10€,sv,Toc Toc,Laurent Baffie,théâtre,,,,,,,,,,,,,
jlb,,,Dimanche 18,17h00,Théâtre du Passeur,,8 à 10€,sv,"GUERRE, et si ça nous arrivait",Cie la Cigale spectacles,théâtre,,,,,,,,,,,,,
jlb,,,Dimanche 4,14h30,Complexe Atlantis,Saint-Cosme-en-Vairais,7 €,sv,"Attention, sac poubelle égaré",Cie du Vair,théâtre,,,,,,,,,,,,,
bl,,,Dimanche 4,16h,Espace culturel L'Orée du Bois,La Chapelle-Saint-Aubin,4/8/10€,sv,Der menschenfresser Berg ou Ode à la montagne ( titre provisoire ),Cie Les Vrais Majors,théâtre,,,,,,,,,,,,,
zz,,,Dimanche 4,15h,Le Pâtis,,à partir de 14€,sv,Au secours on a un bébé,,pièce comique,,,,,,,,,,,,,
jlb,,,Dimanche 4,17h45,Théâtre du Passeur,,5€€,sv,Contes de fées,Rozenn Bodin,Contes,,,,,,,,,,,,,
ba,,,Jeudi 15,20h30,Eve scène universitaire,Le Mans,4 à 10€,sv,L'effet de sol,Cie SuperNovae,Théâtre & Musique,,,,,,,,,,,https://compagniesupernovae.fr/creation-leffet-de-sol,,
zz,,,Jeudi 22,20h30,chapiteau du plongeoir,,5 à 12€,sv,Sarabande,Cie Frotter Frapper,cirque et musique,,,,,,,,,,,,,
bl,,,Jeudi 22,20h30,Espace culturel L'Orée du Bois,La Chapelle-Saint-Aubin,4/8/10€,sv,Regarde-moi dans les yeux pendant quatre minutes,Cie Grand Maximum,théâtre,,,,,,,,,,,,,
zz,,,Jeudi 22,20h30,Le Pâtis,,tnc,sv,,Simon fache,musique comique,,,,,,,,,,,,,
zz,,,Jeudi 29,20h30,Le Pâtis,,tnc,sv,Bienvenue à Troulane,,comédie/chant,,,,,,,,,,,,,
ce,,,Jeudi 8,21h,Blue Zinc,,au chapeau,sv,Le Set Comedy,,Humour,,,,,,,,,,,,,
ba,,,Jeudi 8,20h,Centre Culturel Athéna,La Ferté-Bernard,17€/14€/8€,sv,L'école des femmes,Cie Viva,théâtre,,,,,,,,,,,,,
zz,,,Jeudi 8,20h30,chapiteau du plongeoir,,5 à 12€,sv,Boîte Noire,Cie SCoM,"cirque, à partir de 14 ans",,,,,,,,,,,,,
zz,,,Jeudi 8,20h30,Le Pâtis,,tnc,sv,Boudoir burlesque,,,,,,,,,,,,,,,
bl,,,Jeudi 8,18h,salle Paul Richard,Montfort-le-Gesnois,5 à 10€,sv,Glouglou ou le chant de l'eau,Cie Tafftas,spectacle musical et visuel,,,,,,,,,,,,,
jlb,,,Lundi 12,20h30,Comédie Le Mans,,25 €,sv,Paris Comédie Club,"Lisa Perrio ,David Azencot et Mickael Charles",Stand Up,,,,,,,,,,,,,
jlb,,,Lundi 26,20h30,Comédie Le Mans,,10 €,sv,Humour en scène 2,,one man Show et stand up,,,,,,,,,,,,,
jlb,Festival des malices au pays,,Lundi 26,15h,Espace Ronsard,Le Lude,4 €,sv,Looking For,Spectacle en coproduction pour en enfant,Dès 5 ans,,,,,,,,,,,,,
jlb,,,Lundi 5,20h30,Comédie Le Mans,,10 €,sv,Impro sans filet,,Impro,,,,,,,,,,,,,
ce,,,Mardi 13,20h30,Blue Zinc,,au chapeau,sv,Le Labo du Set,,Humour,,,,,,,,,,,,,
