initiales,festival,style_festival,date,horaire,lieu,ville,prix,genre,spectacle1,artiste1,style1,spectacle2,artiste2,style2,spectacle3,artiste3,style3,spectacle4,artiste4,style4,lien1,lien2,lien3,lien4
,Le Mans Sonore,,Samedi 20,19h,Théâtre Paul Scarron),,0 €,c,,octave courtn,,,quel enfer !,mus. expérimentale,,,,,,,,,,
MG pour C,,,Samedi 27,21h,Blue Zinc,,0 €,c,,Les Mastercl'As de Carp,concert ,,,,,,,,,,,,,
zz,,,Samedi 27,20h30,Boire du bon,Saint-Pavace,16 €,c,,March Mallow,jazz,,,,,,,,,,,,,
tu,Le Mans Sonore,,Samedi 27,9h45 & 10h45,Conservatoire,,0€ sur résa.,sv,Les Collectines,,concert participatif,,,,,,,,,,,,,
tu,Superforma x Le Mans Sonore,,Samedi 27,21h,Dôme Sonore,,4€ à 11€ sur résa.,c,,MOLÉCULE,techno live 360°,,,,,,,,,,,,,
,Le Mans Sonore,,Samedi 27,10h30-18h,entre la place des Jacobins et la place de la République,,0 €,c,Rue du son,,,,,,,,,,,,,,,
tu,Teriaki x Le Mans Sonore,,Samedi 27,20h,Hangar Créalab,,0 €,c,,rank-o,post punk,,elastic system,techno dada,,,,,,,,,,
tu,Le Mans Sonore,Nuit électro,Samedi 27,23h,L'Oasis,,15€ sur résa.,c,,Anetha + U.R.Trax + Olympe4000 + Bunzen,,,,,,,,,,,,,,
tu,Garage5,,Samedi 27,22h30,Le Lézard,,prix libre,c,,6rme,bass mutante,,nuksal,glitch,,,,,,,,,,
MG pour C,Hivernal'Rock 8,Concert - Expo - Tattoo,Samedi 27,18h30,Le Local a Bières,,0 €,c,,Peckerwood,rock,Pas le vendredi,rock,Merrick,"pop, rock, punk",,,,,,,,,
zz,,,Samedi 27,19h30,Le Pâtis,,tnc,sv,Bang bang,,repas spectacle,,,,,,,,,,,,,
tu,,,Samedi 27,21h,Le Zoo,,au chapeau,c,,Bout de rame,mus. irlandaise,,,,,,,,,,,,,
jlb,,,Samedi 27,21h00,Comédie Le Mans,,28 €,sv,6 X 10 en rodage,A Z,Stand Up,,,,,,,,,,,,,
zz,Le Mans Sonnore // Les allumés du jazz font salon,,Samedi 27,20h,Palais des Congrès,,0 €,c,,jazz composers allumés orchestra,orchestre éphémère des allumés du jazz,,,,,,,,,,,,,
tu,Le Mans Sonore,,Samedi 27,19h,Place des Jacobins,,0 €,c,,ARNAUD RIVIÈRE,bruitisme impro.,,GIBBON (TATIANA PARIS),solo guitare,,,,,,,,,,
MG,Le Mans Sonore,,Samedi 27,18h,place des Quinconces,,0 €,sv,Cristal Palace,Cie Transe express,spect. aérien,,,,,,,,,,,,,
tu,Le Mans Sonore,,Samedi 27,20h30,Salle des concerts,,0€ sur résa.,sv,Pianomachine,Vivien Treclat,piano robot,,GIBBON (TATIANA PARIS),solo guitare,,,,,,,,,,
MG pour C,,,Samedi 6,21h,Blue Zinc,,0 €,c,Selectors Delight,Chris + Paco + Kosmar + Crazy Juh,"funk, soul, latino, reggae, afrobeat",,,,,,,,,,,,,
tu,,,Samedi 6,21h,Le Lézard,,0 €,c,,brzowski,rap/portland,,marrow,rap/toronto,,Mr Sai,rap/le mans,,,,,,,
jlb,,,Samedi 6,18h30,Comédie Le Mans,,22 €,sv,Légèrement excessive,Florine Demange,one woman show,,,,,,,,,,,,,
jlb,,,Samedi 6,21h00,Comédie Le Mans,,28 €,sv,Genie profond,Carlos Flinnroi,one man show,,,,,,,,,,,,,
zz,Revue de la Flambée,,Samedi 6,15h & 21h,Salle des concerts,,tnc,sv,Essential,,,,,,,,,,,,,,,
,Circuits #15,folk jazz noise,Samedi 6,18h30,Théâtre Paul Scarron,,prix libre,sv,Petite piece radiophonique,Collectif 3h10,,,,,,,,,,,,,,
MG pour C,,,Vendredi 12,21h,Blue Zinc,,0 €,c,,Leather wings,Rock 80',,,,,,,,,,,,,
tu,ONLY WAX #37,,Vendredi 12,21h,Le Barouf,,0 €,c,,"Le Toub’, Mounsif & guest selecta biggietop","hip-hop, world, black music",,,,,,,,,,,,,
tu,,,Vendredi 12,21h,Le Lézard,,0 €,c,,prune 99,shoegaze/paris,,ceci dit,punk rock/troyes,,Mr Sai,rap/le mans,,,,,,,
zz,,,Vendredi 12,19h/22h,Le Val’Rhonne,Moncé-en-Belin,0 €,c,,Manyss,pop,,la quinte,chanson,,,,,,,,,,
tu,,,Vendredi 12,21h,Le Zoo,,au chapeau,c,,doremi,blues,,,,,,,,,,,,,
jlb,,,Vendredi 12,20h30,Comédie Le Mans,,28 €,sv,Le tour de ma vie,Kader Bueno,Magie,,,,,,,,,,,,,
BL,,,Vendredi 12,20h30,Salle Coppélia,La Flèche,7€ à 25€,sv,Affaires sensibles,Fabrice Drouelle / Clémence Thioly,théâtre,,,,,,,,,,,,,
zz,Revue de la Flambée,,Vendredi 12,21h,Salle des concerts,,tnc,sv,Essential,,,,,,,,,,,,,,,
jlb,,,Vendredi 12,20h30,Théâtre du Passeur,,au chapeau,sv,Comme tous les jours,,Théâtre,,,,,,,,,,,,,
MG pour C,,,Vendredi 19,21h,Blue Zinc,,0 €,c,,Neaw Barons,Rock,,,,,,,,,,,,,
tu,,,Vendredi 19,21h,Le Barouf,,0 €,c,,Deep Low Mates (Mister Bee & My Name Is Jeanne),From Disco-Funk to Jungle,,,,,,,,,,,,,
zz,,,Vendredi 19,19h30,Le Pâtis,,tnc,sv,Bang bang,,repas spectacle,,,,,,,,,,,,,
tu,,,Vendredi 19,21h,Le Zoo,,au chapeau,c,,Celtic roads,mus. irlandaise,,,,,,,,,,,,,
jlb,,,Vendredi 19,20h30,Comédie Le Mans,,28 €,sv,Ironie de l'histoire,Reda Seddiki,Stand Up,,,,,,,,,,,,,
BL,,,Vendredi 19,19h,Salle Coppélia,La Flèche,4 €,sv,Oiseau,La Polka - Anne Nozière,théâtre,,,,,,,,,,,,,
pl,,,Vendredi 19,20h30,Salle Jean Carmet,Allonnes,9€ à 16 €,c,,Batlik,Chanson/Folk,,Xavier Plumas,,,,,,,,,,,
BL,,,Vendredi 19,20h30,Scène J.Le Theule,Sablé-sur-Sarthe,10€ à 20€,c,,Mentissa,musique,,,,,,,,,,,,,
tu,Le Mans Sonore,,Vendredi 26,18h30,Archives Musicales du Mans,,0 €,sv,Sieste Acoustique,Bastien Lallemant,,,,,,,,,,,,,,
MG pour C,,,Vendredi 26,21h,Blue Zinc,,0 €,c,,Les mots d'mouchoirs,chanson française,,,,,,,,,,,,,
tu,Garage5,,Vendredi 26,22h30,Brasserie Septante Deux,,prix libre,c,,zohastre,trad. futuriste,,od bongo,electro tribal,,Aymeric de tapol,transe modulaire,,,,,,,
tu,Le Mans Sonore,,Vendredi 26,18h30,Cathédrale St Julien,,0 €,sv,Concerts Les Anges Musiciens,Ars Sonic,mus. baroque,,,,,,,,,,,,,
tu,Superforma x Le Mans Sonore,,Vendredi 26,23h,Dôme Sonore,,4€ à 11€ sur résa.,c,,camion bazar,techno live 360°,,,,,,,,,,,,,
tu,Superforma x Le Mans Sonore,,Vendredi 26,10/15h/18h,L’Alambik MJC Ronceray,,4€ à 11€ sur résa.,c,,permis de reconstruire,tt. public,,,,,,,,,,,,,
jlb,,,Vendredi 26,20h30,La Castélorienne,Montval-sur-Loir,7/14€,sv,L’Ambition Dévorante,L'ensemble poursuite,Théâtre Lyrique,,,,,,,,,,,,,
tu,,,Vendredi 26,20h,Le Lapin Blanc,,0 €,c,,ELI' JAZZ,jazz swing,,,Jam Session,,,,,,,,,,
zz,,,Vendredi 26,18h45,Le Val’Rhonne,Moncé-en-Belin,6 €,sv,Carrément cube,Cie Hanoumat,fantaisie de corps et d'objets - jeune public,,,,,,,,,,,,,
jlb,,,Vendredi 26,20h30,Comédie Le Mans,,22 €,sv,Saignant mais juste à point,Thierry Marquet,one man show,,,,,,,,,,,,,
tu,Le Mans Sonore,,Vendredi 26,20h30,Les Saulnières ,,0€ sur résa.,sv,On n'en croit pas ses oreilles !,équipe du LAUM,orchestre,,,,,,,,,,,,,
tu,Le Mans Sonore,,Vendredi 26,19h,Place des Jacobins,,0 €,c,,POM bouvier b,impro électroacoustique,,,,,,,,,,,,,
pl,,,Vendredi 26,20h00,Salle Jean Carmet,Allonnes,"2,50€/6€",sv,Oiseau,La polka - Anne Nozière,Theâtre - tout public,,,,,,,,,,,,,
tu,Inauguration atelier l'hirondelle,,Vendredi 5,19h,Brasserie Septante Deux,,0 €,c,,Showcase Teenage Bed & Arnaud Edel,musique à guitare,,seb martel,guitare,,,,,,,,,,
BL,,,Vendredi 5,20h30,L'Austral,Le Mans,au chapeau,c,,Naïm Amor,art rock,,,,,,,,,,,,,
jlb,,,Vendredi 5,20h30,Comédie Le Mans,,25 €,sv,happy Hour,Daniel Camus,one man show,,,,,,,,,,,,,
tu,Les inspirantes,"Musique, Théâtre, Danse, Performance et Arts visuels",Samedi 6,,,,,,,,,,,,,,,,,,,,,







